#node	identifier	domain_summary_url	annotation	other_names_and_aliases
Mhc	7227.FBpp0080452	https://smart.embl.de/smart/DDvec.cgi?smart=1962:Pfam_Myosin_N(35|74)+MYSc(80|778)+IQ(779|801)+Pfam_Myosin_tail_1(842|1923)+	Myosin heavy chain is the motor protein that provides the force for muscle contraction through its ATP-dependent interaction with actin filaments. It functions with essential and regulatory light chains	35007,4QBD,AA441178,AA698064,AA698391,AA802007,AA802114,AA951378,AAA28686.1,AAA28687.1,AAA28704.1,AAA28705.1,AAA28706.1,AAA28707.1,AAA28708.1,AAA28709.1,AAB34531.2,AAF53566.3,AAN10959.1,AAN10960.1,AAN10961.1,AAN10962.1,AAN10963.1,AAN10964.1,AAN10965.1,AAN10966.1,AAN10967.1,AAN10968.1,AAN10969.1,AAN10970.1,ACL68762.1,ACZ94276.1,ACZ94277.1,ACZ94278.1,AFH03722,AFH03723,AFH03724,AFH03725,AI062917,AI106797,AI133933,AI293881,AI390005,AI455882,AI946718,AQ025936,B8A423,BT056315,Bsh,CAA37308.1,CAA37309.1,CAA37310.1,CAA37311.1,CAA42752.1,CAA42753.1,CAA42754.1,CG17927,CG17927-PA,CG17927-PB,CG17927-PC,CG17927-PD,CG17927-PE,CG17927-PF,CG17927-PG,CG17927-PH,CG17927-PI,CG17927-PK,CG17927-PL,CG17927-PM,CG17927-PN,CG17927-PO,CG17927-PP,CG17927-PQ,CG17927-PR,CG17927-PS,CG17927-PT,CG17927-PU,CG17927-RA,CG17927-RB,CG17927-RC,CG17927-RD,CG17927-RE,CG17927-RF,CG17927-RG,CG17927-RH,CG17927-RI,CG17927-RK,CG17927-RL,CG17927-RM,CG17927-RN,CG17927-RO,CG17927-RP,CG17927-RQ,CG17927-RR,CG17927-RS,CG17927-RT,CG17927-RU,CZ475933,DROMHC,DU708637,Dm II,DmMHC,DmelCG17927,DroMII,E1JHJ3,E1JHJ4,E1JHJ5,FBan0017927,FBgn0002741,FBgn0010142,FBgn0020400,FBgn0021948,FBgn0028640,FBgn0028724,FBgn0086783,FBgn0264695,FBpp0080452,FBpp0080453,FBpp0080454,FBpp0080455,FBpp0080456,FBpp0080457,FBpp0080458,FBpp0080459,FBpp0080460,FBpp0080462,FBpp0080463,FBpp0080464,FBpp0291041,FBpp0291042,FBpp0291043,FBpp0298827,FBpp0298828,FBpp0298829,FBpp0298830,FBpp0298831,FBtr0000260,FBtr0000261,FBtr0000262,FBtr0000478,FBtr0000479,FBtr0000480,FBtr0000481,FBtr0005237,FBtr0005238,FBtr0005239,FBtr0005240,FBtr0005241,FBtr0005242,FBtr0005243,FBtr0080895,FBtr0080896,FBtr0080897,FBtr0080898,FBtr0080899,FBtr0080900,FBtr0080901,FBtr0080902,FBtr0080903,FBtr0080905,FBtr0080906,FBtr0080907,FBtr0301827,FBtr0301828,FBtr0301829,FBtr0307492,FBtr0307493,FBtr0307494,FBtr0307495,FBtr0307496,Ifm(2)2,Ifm(2)RU1,Indirect flight muscle (2) RU1,J01115,J02788,M12741,M13360,M61229,MHC,MRP,MYSA_DROME,Mhc,Mhc-PA,Mhc-PB,Mhc-PC,Mhc-PD,Mhc-PE,Mhc-PF,Mhc-PG,Mhc-PH,Mhc-PI,Mhc-PK,Mhc-PL,Mhc-PM,Mhc-PN,Mhc-PO,Mhc-PP,Mhc-PQ,Mhc-PR,Mhc-PS,Mhc-PT,Mhc-PU,Mhc-PV,Mhc-RA,Mhc-RB,Mhc-RC,Mhc-RD,Mhc-RE,Mhc-RF,Mhc-RG,Mhc-RH,Mhc-RI,Mhc-RK,Mhc-RL,Mhc-RM,Mhc-RN,Mhc-RO,Mhc-RP,Mhc-RQ,Mhc-RR,Mhc-RS,Mhc-RT,Mhc-RU,Mhc36B,Mhc[+]R6.6C,Mhc[+]R6.6D,Mhc[+]RC,Mhc[+]RD,Mhc[+]RE,Muscle Myosin,MyHC,Myo,Myosin heavy chain,Myosin heavy chain, muscle,Myosin rod protein,NM_001169519,NM_001169519.1,NM_001169520,NM_001169520.2,NM_001169521,NM_001169521.1,NM_001259119,NM_001259119.1,NM_001259120,NM_001259120.1,NM_001259121,NM_001259121.1,NM_001259122,NM_001259122.1,NM_078863,NM_078863.5,NM_165181,NM_165181.2,NM_165182,NM_165182.2,NM_165183,NM_165183.2,NM_165184,NM_165184.3,NM_165185,NM_165185.2,NM_165186,NM_165186.2,NM_165187,NM_165187.2,NM_165188,NM_165188.2,NM_165189,NM_165189.2,NM_165190,NM_165190.2,NM_165191,NM_165191.2,NM_165192,NM_165192.2,NP_001162990,NP_001162990.1,NP_001162991,NP_001162991.1,NP_001162992,NP_001162992.1,NP_001246048,NP_001246048.1,NP_001246049,NP_001246049.1,NP_001246050,NP_001246050.1,NP_001246051,NP_001246051.1,NP_523587,NP_523587.4,NP_723999,NP_723999.1,NP_724000,NP_724000.1,NP_724001,NP_724001.1,NP_724002,NP_724002.2,NP_724003,NP_724003.1,NP_724004,NP_724004.1,NP_724005,NP_724005.1,NP_724006,NP_724006.1,NP_724007,NP_724007.1,NP_724008,NP_724008.1,NP_724009,NP_724009.1,NP_724010,NP_724010.1,Not-upheld,Nup,O18392,O18393,P05661,Q24410,Q24411,Q24412,Q26433,Q7JN62,Q7JN63,Q7JQ08,Q7JQ09,Q7M4K4,Q8INZ9,Q8IP00,Q8IP01,Q8IP02,Q8IP03,Q8IP04,Q8IP05,Q8IP06,Q8IP07,Q8IP08,Q8IP09,Q8IP10,Q9TY21,Q9TY22,Q9TYD7,Q9VJI3,S78531,Samba,Shrunken thorax,Shrunken-thorax,Sht,Stp,Stuckup,UPI0000084768,UPI0000084769,UPI000008476A,UPI000008476B,UPI000008476C,UPI000008476D,UPI000008476E,UPI000008476F,UPI0000084770,UPI0000084771,UPI0000084772,UPI0000084773,UPI00002285D6,UPI0000DAC9A6,UPI0001C00028,UPI0001C00029,UPI000237F43E,UPI000237F43F,UPI000237F442,X53155,X60196,Z50607,Z50660,beta-myosin heavy chain,chain,dme:Dmel_CG17927,heavy chain,ifm(2)2,ifm(2)RU2,indirect flight muscle (2) RU2,l(2)36Ae,l(2)M66,l(2)k10423,mMHC,mhc,muscle myosin II,muscle myosin II heavy chain,muscle myosin heavy chain,muscle myosin-II,muscle specific myosin II,myosin,myosin heavy,myosin heavy chain,myosin heavy chain, isoform O,myosin heavy-chain,myosin heavy-chain protein,sMHC,sarcomeric myosin heavy-chain
Mlc1	7227.FBpp0084565	http://smart.embl.de/smart/DDt.cgi?smart=155:	Myosin light chain alkali; Calcium ion binding; microfilament motor activity. It is involved in the biological process described with: mesoderm development; muscle contraction	43323,4QBD,68205,AAA28710.1,AAA28711.1,AAA28712.1,AAA53441.1,AAA53442.1,AAA53443.1,AAA53444.1,AAA53445.1,AAA53446.1,AAA53447.1,AAA53448.1,AAA53449.1,AAA53450.1,AAA53451.1,AAA53452.1,AAA53453.1,AAA53454.1,AAA53455.1,AAA53456.1,AAA53457.1,AAA53458.1,AAA53459.1,AAA53460.1,AAA53461.1,AAA53462.1,AAA53463.1,AAA53464.1,AAA53465.1,AAA53466.1,AAA53467.1,AAA53468.1,AAA53469.1,AAA53470.1,AAA56798.1,AAA56799.1,AAF56733.2,AAL48594.1,AAN14121.1,AC007818,ADH29880.1,ADV19050.1,AI406009,AY070972,BI166962,BT124912,BT125909,CG5596,CG5596-PA,CG5596-PB,CG5596-PC,CG5596-RA,CG5596-RB,CG5596-RC,D6W4L2,DmMLC1,DmelCG5596,E6PBY9,ELC,FBan0005596,FBgn0002772,FBpp0084565,FBpp0084566,FBpp0303783,FBtr0007014,FBtr0007015,FBtr0085195,FBtr0085196,FBtr0331365,K01567,L37312,L37313,L37314,L37315,L37316,L37317,L37318,L37319,L37320,L37321,L37322,L37323,L37324,L37325,L37326,L37327,LC1,M10125,MLC-ALK,MLC1,MLC1_DROME,Mlc-1,Mlc1,Mlc1-PA,Mlc1-PB,Mlc1-PC,Mlc1-PD,Mlc1-RA,Mlc1-RB,Mlc1-RC,MlcI,Myosin Light Chain-1,Myosin alkali light chain 1,Myosin alkali light chain l,Myosin light chain alkali,NM_057291,NM_057291.3,NM_057292,NM_057292.3,NP_001287569,NP_001287569.1,NP_476639,NP_476639.1,NP_476640,NP_476640.1,P06742,P06743,P92155,P92156,P92157,P92183,P92187,P92196,Q24380,Q24381,Q24382,Q24383,Q27304,Q27315,Q27381,Q27414,Q94988,Q9VB12,UPI000002AE1A,UPI000012488B,dme:Dmel_CG5596,mlc,mlc-alk,mlc1,mlcl,myosin alkali light chain 1, isoform D,myosin light chain
ND-B14.5A	7227.FBpp0070370	https://smart.embl.de/smart/DDvec.cgi?smart=103:Pfam_CI-B14_5a(9|101)+	NADH dehydrogenase (ubiquinone) activity; NADH dehydrogenase activity. It is involved in the biological process described with: mitochondrial electron transport, NADH to ubiquinone	152A3.7,31190,57731,AAF45739.1,AAL49285.1,ACL68763.1,AY071663,BI580851,BT056316,BcDNA:RE75088,CAA15701.1,CG3621,CG3621-PA,CG3621-RA,DmelCG3621,Dmel_CG3621,EG:152A3.7,EG:152A3.7 protein,FBan0003621,FBgn0014087,FBgn0025839,FBgn0047059,FBpp0070370,FBtr0070386,MTDROME03621,N4AM,NADH ubiquinone oxidoreductase B14.5A,NADH:ubiquinone oxidoreductase B14.5A subunit,ND-B14.5A,ND-B14.5A-PA,ND-B14.5A-PB,NM_130628,NM_130628.3,NP_001284805,NP_001284805.1,NP_569984,NP_569984.2,O97418,O97418_DROME,Q8SYB3,RNAA,SD16673p,UPI000007CCC9,anon-2D,anon-2Db,dme:Dmel_CG3621
ND-B17.2	7227.FBpp0271901	https://smart.embl.de/smart/DDvec.cgi?smart=142:Pfam_NDUFA12(39|137)+	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 12; Accessory subunit of the mitochondrial membrane respiratory chain NADH dehydrogenase (Complex I), that is believed not to be involved in catalysis. Complex I functions in the transfer of electrons from NADH to the respiratory chain. The immediate electron acceptor for the enzyme is believed to be ubiquinone	33443,59670,AAF51238.1,AAM50639.1,ACL82977.1,AF083505,AY118779,B17.2,BG632685,BcDNA:GH12382,CG3214,CG3214-PA,CG3214-PB,CG3214-RA,CG3214-RB,DmelCG3214,Dmel_CG3214,FBan0003214,FBgn0025287,FBgn0031436,FBgn0063253,FBpp0077425,FBpp0271901,FBtr0077745,FBtr0273393,MTDROME03214,N7BM,NADH ubiquinone oxidoreductase B17.2,NADH:ubiquinone oxidoreductase B17.2 subunit,ND-B17.2,ND-B17.2-PA,ND-B17.2-PB,ND-B17.2-PC,NM_001144298,NM_001144298.1,NM_134848,NM_134848.2,NP_001137770,NP_001137770.1,NP_001259944.1,NP_608692,NP_608692.1,Q8MSI7,Q9VQD7,Q9VQD7_DROME,UPI0000075DDB,anon-EST:Posey62,dme:Dmel_CG3214
ND-B18	7227.FBpp0073777	https://smart.embl.de/smart/DDvec.cgi?smart=117:Pfam_NDUF_B7(38|100)+	NADH dehydrogenase (ubiquinone) activity; NADH dehydrogenase activity. It is involved in the biological process described with: mitochondrial electron transport, NADH to ubiquinone	32434,58789,AAF48416.1,AAS15670.1,AI532875,BT011534,CG5548,CG5548-PA,CG5548-RA,DmelCG5548,Dmel_CG5548,FBan0005548,FBgn0030605,FBpp0073777,FBtr0073960,GEO07190p1,LP22717p,MTDROME05548,NADH ubiquinone oxidoreductase B18,NADH:ubiquinone oxidoreductase B18 subunit,NB8M,ND-B18,ND-B18-PA,ND-B18-PB,ND-B18-PC,NM_132765,NM_132765.1,NP_001285259,NP_001285259.1,NP_001285260.1,NP_572993,NP_572993.1,Q9VXZ0,Q9VXZ0_DROME,UPI0000078AEF,dme:Dmel_CG5548
ND-B22	7227.FBpp0080051	https://smart.embl.de/smart/DDvec.cgi?smart=144:Pfam_Complex1_LYR_2(15|129)+	NADH dehydrogenase (ubiquinone) activity; NADH dehydrogenase activity. It is involved in the biological process described with: mitochondrial electron transport, NADH to ubiquinone	34747,60782,AAF53290.1,AAL48406.1,AT12494p,AY070784,BF498129,BZ665627,BZ665628,CG9306,CG9306-PA,CG9306-RA,DmelCG9306,Dmel_CG9306,FBan0009306,FBgn0032511,FBpp0080051,FBtr0080472,MTDROME09306,NADH ubiquinone oxidoreductase B22,NADH:ubiquinone oxidoreductase B22 subunit,ND-B22,ND-B22-PA,ND-B22-PB,NI2M,NM_135798,NM_135798.2,NP_001285889,NP_001285889.1,NP_609642,NP_609642.1,Q9VJZ4,Q9VJZ4_DROME,UPI000007BFC9,dme:Dmel_CG9306
NP15.6	7227.FBpp0083126	https://smart.embl.de/smart/DDvec.cgi?smart=150:Pfam_ESSS(21|129)+	Uncharacterized protein NP15.6; It is involved in the biological process described with: respiratory electron transport chain	42282,AAD49739.1,AAF55625.1,AAK77278.1,AI107956,AI260646,AI513216,AX094157,AY047546,CG6008,CG6008-PA,CG6008-RA,CZ473582,DmelCG6008,Dmel_CG6008,FBan0006008,FBgn0027785,FBgn0062121,FBpp0083126,FBtr0083712,GEO04710p1,GH05862p,NM_142517,NM_142517.2,NP15.6,NP15.6-PA,NP15.6-RA,NP_650774,NP_650774.1,Q9V3L7,Q9V3L7_DROME,UPI000007C364,Uncharacterized protein NP15.6,anon-WO0118547.281,dme:Dmel_CG6008
Prm	7227.FBpp0076320	https://smart.embl.de/smart/DDvec.cgi?smart=879:Pfam_Myosin_tail_1(27|854)+	Paramyosin, long form; Paramyosin is a muscle protein found only in invertebrates. It dimerizes into a coiled-coil that occupies the interior of the thick filament. Its role is thought to be structural, although it can be phosphorylated and this is important for muscle function	0106/05,39002,64408,A4V1N8,A4V1N9,AAF50370.1,AAF50371.2,AAK92945.1,AAL39277.1,AAN11994.1,AAN11995.1,ACH92229.1,AFH04352,AI238097,AI387379,AJ243067,AJ243068,AQ034079,AW940535,AW940678,AY051521,AY069132,BT044164,CAA41557.1,CAA44475.1,CAA44476.1,CG5939,CG5939-PA,CG5939-PB,CG5939-PC,CG5939-PD,CG5939-PE,CG5939-RA,CG5939-RB,CG5939-RC,CG5939-RD,CG5939-RE,DmelCG5939,FBan0005939,FBgn0003149,FBgn0010949,FBgn0028212,FBpp0076320,FBpp0076321,FBpp0076322,FBpp0076323,FBpp0297594,FBtr0076593,FBtr0076594,FBtr0076595,FBtr0076596,FBtr0306639,MYSP1_DROME,NM_001259752,NM_001259752.1,NM_079258,NM_079258.2,NM_168290,NM_168290.2,NM_168291,NM_168291.1,NM_168292,NM_168292.2,NP_001246681,NP_001246681.1,NP_523982,NP_523982.2,NP_729405,NP_729405.1,NP_729406,NP_729406.1,NP_729407,NP_729407.1,P35415,P35416,PM,PM/mPM,Para,Paramyosin,Paramyosin, long form,Prm,Prm-PA,Prm-PB,Prm-PC,Prm-PD,Prm-PE,Prm-RA,Prm-RB,Prm-RC,Prm-RD,Prm-RE,Q8T0Q3,Q961L6,Q9VSP5,Q9VSP6,UPI000000736E,UPI000012489C,UPI00001E1993,X58722,X62590,X62591,X79484,X79485,dme:Dmel_CG5939,l(3)10631,l(3)S010605,lethal (3) S010605,mPM,miniparamyosin,paramyosin,paramyosin, isoform A,paramyosin/miniparamyosin,pm,prm,unnamed
RPA2	7227.FBpp0080967	https://smart.embl.de/smart/DDvec.cgi?smart=246:Pfam_RPA_C(140|240)+	Replication protein A2, isoform A; DNA binding. It is involved in the biological process described with: DNA recombination; DNA repair; DNA-dependent DNA replication; neurogenesis	153194_at,35364,61322,A0ANL0,A0ANL2,A0ANL8,AA696041,AAF53948.2,AAL39404.1,AAL90389.1,AM294248,AM294249,AM294250,AM294251,AM294252,AM294253,AM294254,AM294255,AM294256,AM294257,AM294258,AM294259,AW941238,AY069259,AY089651,BH214576,BI572349,C0MJ04,CAL26152.1,CAL26153.1,CAL26154.1,CAL26155.1,CAL26156.1,CAL26157.1,CAL26158.1,CAL26159.1,CAL26160.1,CAL26161.1,CAL26162.1,CAL26163.1,CAR93244.1,CAR93245.1,CAR93246.1,CAR93247.1,CAR93248.1,CAR93249.1,CAR93250.1,CAR93251.1,CAR93252.1,CAR93253.1,CAR93254.1,CAR93255.1,CG9273,CG9273 protein,CG9273-PA,CG9273-PB,CG9273-RA,CG9273-RB,DmelCG9273,Dmel_CG9273,FBan0009273,FBgn0032906,FBpp0080967,FBpp0305226,FBtr0081438,FBtr0333011,FM245318,FM245319,FM245320,FM245321,FM245322,FM245323,FM245324,FM245325,FM245326,FM245327,FM245328,FM245329,GM04951p,NM_136233,NM_136233.2,NP_001260652,NP_001260652.1,NP_610077,NP_610077.1,Q8SXG3,Q8T9K0,Q9VIH1,Q9VIH1_DROME,RPA2,RPA2-PA,RPA2-PB,RPA2-RA,RPA2-RB,Replication protein A2,Replication protein A2, isoform A,Replication protein A2, isoform B,RpA2,UPI000007BE47,dRPA2,dme:Dmel_CG9273,replication protein A%2C subunit 2,replication protein A2, isoform B
Rala	7227.FBpp0070558	https://smart.embl.de/smart/DDvec.cgi?smart=201:RAS(9|175)+	Ras-related protein Ral-a; Protein binding; GTPase activity; PDZ domain binding; GTP binding	31332,57853,5CM8,5CM9,AA433231,AA735651,AAC34902.1,AAF45889.1,AAF45890.1,AAK00587.1,AAM50772.1,AAN09102.1,AI455190,AJ300091,AJ300092,AJ300094,AY024366,AY118912,BH840647,CG2849,CG2849-PA,CG2849-PB,CG2849-PC,CG2849-RA,CG2849-RB,CG2849-RC,CZ476521,CZ487923,CZ488703,CZ490658,D-RalA,DRal,DRala,Dm RalA,DmelCG2849,FBan0002849,FBgn0015286,FBgn0025241,FBgn0027285,FBgn0028308,FBgn0040134,FBpp0070557,FBpp0070558,FBpp0070559,FBtr0070582,FBtr0070583,FBtr0070584,NM_080324,NM_080324.3,NM_166985,NM_166985.2,NM_166986,NM_166986.2,NP_525063,NP_525063.1,NP_726881,NP_726881.1,NP_726882,NP_726882.1,P48555,Q540X1,Q962I2,Q9W4Q6,RALA,RALA_DROME,Ral,Ral-a,RalA,Rala,Rala-PA,Rala-PB,Rala-PC,Rala-RA,Rala-RB,Rala-RC,Ras-like protein A, isoform C,Ras-related protein,Ras-related protein Ral-a,U23800,UPI000000149D,UPI0000083D02,Z31773,anon-EST:fe1H4,anon-fast-evolving-1H4,dRal,dme:Dmel_CG2849,l(1)G0174,l(1)G0373,l(1)G0501,ral
RpL22	7227.FBpp0070143	https://smart.embl.de/smart/DDvec.cgi?smart=299:Pfam_Ribosomal_L22e(188|295)+	60S ribosomal protein L22; Structural constituent of ribosome. It is involved in the biological process described with: mitotic spindle elongation; translation; mitotic spindle organization; Belongs to the eukaryotic ribosomal protein eL22 family	31022,4V6W,57590,60S ribosomal protein L22,AAB17433.1,AAD19341.1,AAF45546.1,AAM50821.1,ABF85737.1,AF080131,AF083517,AI257310,AI514388,AY118961,BT025837,BZ665700,CAB60023.1,CG7434,CG7434-PA,CG7434-RA,DmelCG7434,EG:BACR19J1.4,FBan0007434,FBgn0015288,FBgn0025289,FBpp0070143,FBtr0070148,L22,NM_057786,NM_057786.4,NP_477134,NP_477134.1,P50887,PARP-binding protein-12,PBP-12,Q1EC97,Q9UAN1,Q9V3X9,RL22,RL22_DROME,RPL22,Ribosomal protein L22,Rp L22,RpL22,RpL22-PA,RpL22-RA,U42587,UPI00000014A5,anon-EST:Posey53,dme:Dmel_CG7434,ribosomal protein L22,rpL22
RpL30	7227.FBpp0291653	https://smart.embl.de/smart/DDvec.cgi?smart=111:Pfam_Ribosomal_L7Ae(12|106)+	Ribosomal protein L30, isoform B; Structural constituent of ribosome. It is involved in the biological process described with: peripheral nervous system development; mitotic spindle elongation; translation; growth; centrosome duplication; mitotic spindle organization	44059,4V6W,68808,AA433212,AA802646,AAF53738.1,AAL48830.1,AAM48454.1,AAN11021.1,AB081932,ACH92188.1,AI402687,AI944720,AQ025911,AY071208,AY118425,B5RIJ9,BE662005,BI227880,BI592290,BT044123,BcDNA:RE25263,BcDNA:RH09938,CG10652,CG10652-PB,CG10652-PC,CG10652-PD,CG10652-RA,CG10652-RB,CG10652-RC,CG10652-RD,DmelCG10652,Dmel_CG10652,FBan0010652,FBgn0010478,FBgn0015745,FBgn0025257,FBgn0032738,FBgn0047143,FBgn0062959,FBgn0065884,FBgn0086710,FBpp0080723,FBpp0291653,FBpp0302737,FBtr0081181,FBtr0302491,FBtr0310617,G00579,L30,L30 ribosomal gene,M9PDN1,NM_079948,NM_079948.3,NM_165271,NM_165271.2,NP_001260550,NP_001260550.2,NP_524687,NP_524687.1,NP_724149,NP_724149.1,Q8MT23,Q9VJ19,Q9VJ19_DROME,RE25263p,RPL30,Ribosomal protein L30,Ribosomal protein L30, isoform B,Ribosomal protein L30, isoform C,Ribosomal protein L30, isoform E,Rp L30,RpL30,RpL30-PB,RpL30-PC,RpL30-PD,RpL30-PE,RpL30-RB,RpL30-RC,RpL30-RD,Rpl30,UPI000004DC9B,UPI00001E15FD,anon-EST:fe1D4,anon-fast-evolving-1D4,dme:Dmel_CG10652,l(2)01265,l(2)SH0229,l(2)SH2 0229,l(2)k09918,lethal (2) SH0229,plume,ribosomal protein L30, isoform E,unnamed
RpL32	7227.FBpp0084959	https://smart.embl.de/smart/DDvec.cgi?smart=147:Ribosomal_L32e(29|136)+	60S ribosomal protein L32; Structural constituent of ribosome. It is involved in the biological process described with: mitotic spindle organization; mitotic spindle elongation; translation	07035,143250_at,43573,4V6W,60S ribosomal protein L32,68429,A4V3M7,AAB51389.1,AAF57001.1,AAL48127.1,AAN14210.1,AAN14211.1,AAR99100.1,ACL83583.1,ACL83584.1,AEQ63894.1,AI297851,AI946722,AY070656,B7Z0S1,BI372677,BI590335,BT011442,BcDNA:RH03940,CAA25404.1,CAA74278.1,CG7939,CG7939-PA,CG7939-PB,CG7939-PC,CG7939-PD,CG7939-PE,CG7939-RA,CG7939-RB,CG7939-RC,CG7939-RD,CG7939-RE,DmelCG7939,FBan0007939,FBgn0002626,FBgn0010264,FBgn0047051,FBpp0084958,FBpp0084959,FBpp0084960,FBpp0113047,FBpp0113048,FBtr0085592,FBtr0085593,FBtr0085594,FBtr0114555,FBtr0114556,G8E4R5,JF735953,L32,M(3)99D,Minute(3)99D,NM_001144655,NM_001144655.2,NM_001144656,NM_001144656.2,NM_079843,NM_079843.3,NM_170460,NM_170460.2,NM_170461,NM_170461.2,NP_001138127,NP_001138127.1,NP_001138128,NP_001138128.1,NP_524582,NP_524582.1,NP_733339,NP_733339.1,NP_733340,NP_733340.1,O01386,P04359,Q8IMJ6,Q9VAB2,RL32_DROME,RP-49,RP49,RPL32,Ribosomal protein 49,Ribosomal protein 49/L32,Ribosomal protein L32,Rp-49,Rp49/RpL32,RpL32,RpL32-PA,RpL32-PB,RpL32-PC,RpL32-PD,RpL32-PE,RpL32-RA,RpL32-RB,RpL32-RC,RpL32-RD,RpL32-RE,Rpl32,U92431,UPI0000000BCF,UPI000008495C,X00848,Y13939,bs30a02.y1,dme:Dmel_CG7939,r-protein 49,ribosomal protein L32,ribosomal protein L32, isoform D,rp49
RpL34b	7227.FBpp0081527	https://smart.embl.de/smart/DDvec.cgi?smart=168:Pfam_Ribosomal_L34e(1|94)+	Ribosomal protein L34b, isoform A; Structural constituent of ribosome. It is involved in the biological process described with: translation	41120,66285,AA433206,AA433216,AAF54369.1,AAL90414.1,AAN13422.1,AY089676,BI617656,CG9354,CG9354-PA,CG9354-PB,CG9354-RA,CG9354-RB,DmelCG9354,Dmel_CG9354,FBan0009354,FBgn0025253,FBgn0025263,FBgn0037686,FBpp0081527,FBpp0081528,FBtr0082049,FBtr0082050,L34b,NM_141630,NM_141630.1,NM_169277,NM_169277.1,NP_001287249,NP_001287249.1,NP_001287250.1,NP_649887,NP_649887.1,NP_731345,NP_731345.1,Q9VHE5,Q9VHE5_DROME,RH48056p,Ribosomal protein L34b,Ribosomal protein L34b, isoform A,Ribosomal protein L34b, isoform B,Ribosomal protein L34b, isoform C,Ribosomal protein L34b, isoform D,Rp L34b,RpL34,RpL34b,RpL34b-PA,RpL34b-PB,RpL34b-PC,RpL34b-PD,RpL34b-RA,RpL34b-RB,UPI0000081C5D,anon-EST:fe1C10,anon-EST:fe1E8,anon-fast-evolving-1C10,anon-fast-evolving-1E8,dme:Dmel_CG9354,ribosomal protein L34b, isoform C,unnamed
RpL36	7227.FBpp0070150	https://smart.embl.de/smart/DDvec.cgi?smart=115:Pfam_Ribosomal_L36e(4|109)+	60S ribosomal protein L36; Structural constituent of ribosome. It is involved in the biological process described with: translation; Belongs to the eukaryotic ribosomal protein eL36 family	31009,4V6W,57577,60S ribosomal protein L36,A2RVC6,AA816274,AAA63151.1,AAF45531,AAL48453.1,AAN09019.1,AAN09020.1,AAN09021.1,ABM92791.1,AF083547,AJ299997,AY070831,BG633903,BT029917,BcDNA:AT29875,CAA20892.1,CG7622,CG7622-PA,CG7622-PB,CG7622-PC,CG7622-PD,CG7622-RA,CG7622-RB,CG7622-RC,CG7622-RD,DmelCG7622,EG:115C2.7,FBan0007622,FBgn0002579,FBgn0025295,FBgn0040151,FBgn0047325,FBpp0070150,FBpp0070151,FBpp0070152,FBpp0070153,FBtr0070155,FBtr0070156,FBtr0070157,FBtr0070158,L36a,M(1)1B,M(1)Bld,Minute(1)1B,Minute(1)Blond,NM_057281,NM_057281.3,NM_166853,NM_166853.1,NM_166854,NM_166854.1,NM_166855,NM_166855.1,NP_001284750,NP_001284750.1,NP_476629,NP_476629.1,NP_726686,NP_726686.1,NP_726687,NP_726687.1,NP_726688,NP_726688.1,P49630,Protein minute(1)1B,Q0KHX6,Q9W5E5,RL36_DROME,Ribosomal protein L36,Rp L36,RpL36,RpL36-PA,RpL36-PB,RpL36-PC,RpL36-PD,RpL36-PE,RpL36-RA,RpL36-RB,RpL36-RC,RpL36-RD,U20543,UPI0000000FAF,Vi,Viability,anon-EST:Posey274,dme:Dmel_CG7622,l(1)1Bj,l(1)G0471,ribosomal protein L36, isoform E
RpL37A	7227.FBpp0291726	https://smart.embl.de/smart/DDvec.cgi?smart=92:Pfam_Ribosomal_L37ae(4|88)+	60S ribosomal protein L37a; Structural constituent of ribosome. It is involved in the biological process described with: mitotic spindle elongation; translation; mitotic spindle organization; Belongs to the eukaryotic ribosomal protein eL43 family	44783,4V6W,60S ribosomal protein L37a,A4V081,AAF52217.1,AAL48811.1,AAL49347.1,AAN10530.1,ADV36941,AY071189,AY071725,BI216460,BI612658,BcDNA:RE23595,BcDNA:RH41593,CG5827,CG5827-PA,CG5827-PB,CG5827-PC,CG5827-RA,CG5827-RB,CG5827-RC,CZ469507,DmL37a,DmelCG5827,FBan0005827,FBgn0001921,FBgn0002596,FBgn0005510,FBgn0028696,FBgn0031680,FBgn0047015,FBgn0047145,FBgn0261608,FBpp0078655,FBpp0078656,FBpp0290844,FBpp0291726,FBtr0079016,FBtr0079017,FBtr0301630,FBtr0302570,L37A,M(2)25C,M(2)S1,Minute (2) 25C,NM_001201762,NM_001201762.1,NM_080042,NM_080042.3,NM_164628,NM_164628.2,NP_001188691,NP_001188691.1,NP_524781,NP_524781.1,NP_723060,NP_723060.1,Q9VMU4,RL37A_DROME,Ribosomal protein L37A,Ribosomal protein L37a,RpL37A,RpL37A-PA,RpL37A-PB,RpL37A-PC,RpL37A-RA,RpL37A-RB,RpL37A-RC,RpL37a,UPI0000082FC3,dme:Dmel_CG5827,l(2)25Cb,ribosomal protein L37A, isoform C
