#node	identifier	domain_summary_url	annotation	other_names_and_aliases
PPO1	7227.FBpp0291497	https://smart.embl.de/smart/DDvec.cgi?smart=690:Pfam_Hemocyanin_N(24|143)+Pfam_Tyrosinase(228|420)+Pfam_Hemocyanin_C(423|682)+	Prophenoloxidase 1; Catechol oxidase activity; L-DOPA monooxygenase activity; dopamine monooxygenase activity; monophenol monooxygenase activity. It is involved in the biological process described with: defense response to fungus; melanotic encapsulation of foreign target; defense response to Gram-positive bacterium; melanization defense response; dopamine metabolic process	1.14.18.1,37044,62729,A1,AA816984,AAF57775.1,AAL28165.1,AB041265,AI107318,AI107728,AY060617,A[[1]],BAA08272.1,BAB17671.1,BI214919,BI216824,BI241542,BI243715,BI361653,BI369509,BI482709,BI484732,BI566636,BI573407,BI573408,BI573409,BI573410,BI576652,BI579706,BI582314,BI582315,BI583721,BI584787,BI584960,BI587863,BI606027,BI607274,BI607853,BI608188,BI608657,BI610063,BI611191,BI611483,BI611613,BI611642,BI613003,BI614166,BI614485,BI614795,BI616744,BI619301,BI620556,BI623727,BI626040,BI628751,BI629114,BI631586,BI634998,Bc,CG42639,CG42639-PA,CG42639-RA,CG5779,CG5779-PA,CG5779-RA,CO289996,CO315875,D45835,Diphenol oxidase A1 subunit,DmePPOA1,DmelCG42639,Dmel_CG42639,Dmel_CG5779,Dox-A1,DoxA1,EC 1.14.18.1,EC070306,EC079715,EC200769,EC233060,EC244956,EC249767,FBan0005779,FBgn0000165,FBgn0261362,FBgn0283437,FBpp0085998,FBpp0291497,FBtr0086819,FBtr0302291,GH04080p,GH749482,GH753329,GH754580,GH755239,GH758897,GH759118,GH770630,GH772415,GH772666,GH776791,GH781158,GH783432,GH784491,GH785680,GH790327,GH792137,GH792693,GH794147,GH794951,GH797522,GH798120,GH803196,GH804038,GH805697,GH807531,GH808324,GH812878,GH813272,GH815926,GH818156,GH819648,GH821167,GH822483,GH823324,GH828569,GH828967,GH832520,GH833030,GH835287,GH836960,GH837059,GH847043,GH848200,GH849421,GH853985,GH854171,GH854311,GH855293,GH856005,GH857700,GH857840,GH860079,GH861815,GH862764,GH865793,GH869598,GH870617,GH872962,GH874911,GH875526,GH875882,GH878203,GH879690,GH883725,GH886016,GH886907,GH887325,GH888589,GH889989,GH891203,GH891351,GH891514,GH891819,GH893133,GH893469,GH897192,GH901090,GH902360,GH904872,GH908058,GH909350,GH912246,GH916779,GH916837,GH917962,GH919464,GH919756,GH920171,GH920559,GH921254,GH923521,GH924582,GH931079,GH931185,GH932011,GH932306,GH932467,GH935706,GH940667,Monophenol oxidase,Monophenoloxidase,Mox,NM_057464,NM_057464.3,NP_476812,NP_476812.1,PO,PO A1,PO54,PPO,PPO1,PPO1-PA,Phox,ProPO A1,Prophenol oxidase A1,Prophenoloxidase,Prophenoloxidase 1,Prophenoloxidase A1,Propo,Q27598,Q7K2W6,Q7K2W6_DROME,Q9GV29,UPI0000082B03,dme:Dmel_CG42639,i12,phenoloxidase,pro-A,pro-PO,pro-POA[[1]],pro-phenol oxidase A1,proPO,proPO A[[1]],proPO-A1,proPO-A1-PA,proPO-A1-RA,proPO54,prophenol oxidase A1,prophenoloxidase 1,prophenoloxidase A[[1]]
PPO2	7227.FBpp0087744	https://smart.embl.de/smart/DDvec.cgi?smart=684:Pfam_Hemocyanin_N(19|140)+Pfam_Tyrosinase(201|418)+Pfam_Hemocyanin_C(421|675)+	Phenoloxidase 2; This is a copper-containing oxidase that functions in the formation of pigments such as melanins and other polyphenolic compounds. Catalyzes the rate-limiting conversions of tyrosine to DOPA, DOPA to DOPA-quinone and possibly 5,6 dihydroxyindole to indole-5'6 quinonee (By similarity)	35910,61748,AAF59001.1,AAL28200.1,AB055857,AI108746,AW940287,AY060652,BAB43866.1,CG8193,CG8193-PA,CG8193-RA,DmePPO2,DmelCG8193,FBan0008193,FBgn0033367,FBpp0087744,FBtr0088663,NM_136599,NM_136599.3,NP_610443,NP_610443.1,PO45,PO45-PA,PO45-RA,PPO2,PPO2-PA,PPO2_DROME,Phenoloxidase 2,Phenoloxidase subunit A3,ProPO45,Processed phenoloxidase A3,Prophenoloxidase 54,Q9BLD9,Q9V521,UPI0000076843,dme:Dmel_CG8193,proPO45,proPo-A3,proPo-A3-PA,proPo-A3-RA,prophenoloxidase 2
Ppat-Dpck	7227.FBpp0076826	https://smart.embl.de/smart/DDvec.cgi?smart=518:Pfam_CTP_transf_like(148|291)+Pfam_CoaE(312|493)+	Bifunctional Phosphopantetheine adenylyltransferase - Dephospho-CoA kinase (Ppat-Dpck) is a bifunctional enzyme that carries out the last two steps of the canonical Coenzyme A (CoA) biosynthesis pathway. The Ppat part converts 4'-phosphopantetheine into dephospho-CoA and subsequently the Dpck part phosphorylates dephospho-CoA to form CoA	2.7.1.24,2.7.7.3,38647,64108,AAF50749.2,ABC86369.1,BT024307,CG10575,CG10575-PA,CG10575-RA,CZ478378,DPCK,DPCK/PPAT,DmelCG10575,Dmel_CG10575,EC 2.7.1.24,EC 2.7.7.3,FBan0010575,FBgn0035632,FBpp0076826,FBtr0077120,NM_139728,NM_139728.2,NP_647985,NP_647985.1,PPAT,PPAT-DPCK,Ppat-Dpck,Ppat-Dpck-PA,Ppat-Dpck-RA,Q29QT3,Q9VRP4,Q9VRP4_DROME,UPI00000768EC,dCOASY,dPPAT-DPCK,dme:Dmel_CG10575
Prosalpha2	7227.FBpp0082062	https://smart.embl.de/smart/DDvec.cgi?smart=234:Proteasome_A_N(6|28)+Pfam_Proteasome(29|213)+	Proteasome subunit alpha type-2; The proteasome is a multicatalytic proteinase complex which is characterized by its ability to cleave peptides with Arg, Phe, Tyr, Leu, and Glu adjacent to the leaving group at neutral or slightly basic pH. The proteasome has an ATP-dependent proteolytic activity	153303_at,20s proteasome,3.4.25.1,41531,66629,99000,AA803599,AAF54814.1,AAL39425.1,AI518972,AQ254676,AY069280,Alpha-2,CAA49783.1,CG5266,CG5266-PA,CG5266-RA,DmelCG5266,EC 3.4.25.1,FBan0005266,FBgn0010405,FBgn0024727,FBgn0086134,FBpp0082062,FBtr0082590,NM_079604,NM_079604.2,NP_524328,NP_524328.1,P40301,PRC3,PROS Dm25,PROS-25,PROS-Dm25,PROS-Dm25g,PSA2_DROME,Pros25,Pros25-PA,Pros25-RA,Prosalpha2,Prosalpha2-PA,Proteasome 25 kDa subunit,Proteasome 25kD subunit,Proteasome subunit alpha type-2,Proteasome subunit alpha-type 2,Proteosome,Q9VG71,Su(DTS),Su(DTS)-1,T01.972,UPI0000000F7C,X70304,alpha2,alpha2_dm,dalpha2,dme:Dmel_CG5266,proteasome alpha2 subunit
Prosbeta4	7227.FBpp0080490	https://smart.embl.de/smart/DDvec.cgi?smart=201:Pfam_Proteasome(1|183)+	Proteasome subunit beta type; Threonine-type endopeptidase activity; endopeptidase activity. It is involved in the biological process described with: cellular response to DNA damage stimulus; cellular process; multicellular organism reproduction; proteasome-mediated ubiquitin-dependent protein catabolic process; proteolysis involved in cellular protein catabolic process	17331,205595,3.4.25.1,34999,61006,AAF53558.1,AAM29637.1,AY113632,BI606103,Beta-4,CG17331,CG17331-PA,CG17331-RA,DmelCG17331,Dmel_CG17331,EC 3.4.25.1,FBan0017331,FBgn0032596,FBpp0080490,FBtr0080936,GC17331,NM_135960,NM_135960.3,NP_001260511,NP_001260511.1,NP_609804,NP_609804.1,PSMB2,Prosbeta4,Prosbeta4-PA,Prosbeta4-PB,Proteasome subunit beta type,Psmb2,Q9VJJ0,Q9VJJ0_DROME,UPI0000078827,beta-4,beta4,dme:Dmel_CG17331,proteasome beta4 subunit, isoform B
Pxt	7227.FBpp0082932	https://smart.embl.de/smart/DDvec.cgi?smart=809:SIGNAL(1|21)+Pfam_An_peroxidase(237|781)+	Chorion peroxidase; Peroxinectin-like (Pxt) is a cycloxygenase-like enzyme that contributes to the synthesis of prostaglandins. Prostaglandins activate G protein-coupled receptor signaling. Pxt roles include oogenesis, sperm individualization, morphogenesis, nucleolar structure, temporal control of gene expression, and regulation of gene amplification; Belongs to the peroxidase family. XPO subfamily	42131,AAF78217.1,AAM50270.1,AAN13751.2,AF238306,AI511691,AW943647,AX094272,AX260166,AY119616,CG7660,CG7660-PB,CG7660-RB,CZ483487,CZ487892,Chorion peroxidase,DmelCG7660,Dpxt,FBan0007660,FBgn0026186,FBgn0038538,FBgn0046466,FBgn0261987,FBpp0082932,FBtr0083508,NM_142391,NM_142391.4,NP_650648,NP_650648.3,PERC_DROME,Peroxinectin-like,Peroxinectin-related protein,Pxt,Pxt-PB,Pxt-RB,Q8IN93,Q8MRH7,Q9NBX0,Q9VEG6,UPI00000075B9,anon-WO0172774.128,dme:Dmel_CG7660,pxd,pxt,pxt-PB,pxt-RB,pxt-RC,unnamed
R	7227.FBpp0072746	https://smart.embl.de/smart/DDvec.cgi?smart=184:RAS(1|167)+	Ras-like protein 3; Rap1 GTPase is a small GTPase in the Ras superfamily. When GTP bound, it binds to a number of different effectors, one of which is cno. Together they regulate many morphogenetic movements from mesoderm invagination to dorsal closure, help establish apical-basal polarity during cellularization, regulate macrophage migration, help define neuroblast asymmetric division, and play a role in planar cell polarity in the imaginal discs	38244,63773,AAA28845.1,AAF15520.1,AAF47583.1,AAM52015.1,ABA86352.1,ADV37460,AF186654,AI387853,AI945784,AY121688,BEST:GH18528,BI356304,C-ras3,CAA26131.1,CG1956,CG1956-PA,CG1956-PB,CG1956-PC,CG1956-RA,CG1956-RB,CG1956-RC,D-Rap1,DQ138746,DRap,DRap1,DmelCG1956,Dras3,Dras62B,E(faf),Enhancer of faf,FBan0001956,FBgn0003190,FBgn0003207,FBgn0004636,FBgn0045818,FBpp0072746,FBpp0292253,FBpp0304917,FBtr0005107,FBtr0072867,FBtr0303154,FBtr0332671,FCG-C,M80535,NM_001202094,NM_001202094.1,NM_057509,NM_057509.4,NP_001189023,NP_001189023.1,NP_001261295.1,NP_476857,NP_476857.1,P08645,Protein roughened,Q2XYB6,Q540V3,Q9V3N0,R,R-PA,R-PB,R-PC,R-RA,R-RB,R-RC,RAP,RAP1,RAS3_DROME,Rap,Rap1,Rap1 GTPase,Rap1 GTPase, isoform B,Ras-like protein 3,Ras3,Ras62B,RasIII,Roughened,UPI00000002D2,X02200,dme:Dmel_CG1956,l(3)62Bf,l(3)R,ras 3,ras3,roughened
RPA2	7227.FBpp0080967	https://smart.embl.de/smart/DDvec.cgi?smart=246:Pfam_RPA_C(140|240)+	Replication protein A2, isoform A; DNA binding. It is involved in the biological process described with: DNA recombination; DNA repair; DNA-dependent DNA replication; neurogenesis	153194_at,35364,61322,A0ANL0,A0ANL2,A0ANL8,AA696041,AAF53948.2,AAL39404.1,AAL90389.1,AM294248,AM294249,AM294250,AM294251,AM294252,AM294253,AM294254,AM294255,AM294256,AM294257,AM294258,AM294259,AW941238,AY069259,AY089651,BH214576,BI572349,C0MJ04,CAL26152.1,CAL26153.1,CAL26154.1,CAL26155.1,CAL26156.1,CAL26157.1,CAL26158.1,CAL26159.1,CAL26160.1,CAL26161.1,CAL26162.1,CAL26163.1,CAR93244.1,CAR93245.1,CAR93246.1,CAR93247.1,CAR93248.1,CAR93249.1,CAR93250.1,CAR93251.1,CAR93252.1,CAR93253.1,CAR93254.1,CAR93255.1,CG9273,CG9273 protein,CG9273-PA,CG9273-PB,CG9273-RA,CG9273-RB,DmelCG9273,Dmel_CG9273,FBan0009273,FBgn0032906,FBpp0080967,FBpp0305226,FBtr0081438,FBtr0333011,FM245318,FM245319,FM245320,FM245321,FM245322,FM245323,FM245324,FM245325,FM245326,FM245327,FM245328,FM245329,GM04951p,NM_136233,NM_136233.2,NP_001260652,NP_001260652.1,NP_610077,NP_610077.1,Q8SXG3,Q8T9K0,Q9VIH1,Q9VIH1_DROME,RPA2,RPA2-PA,RPA2-PB,RPA2-RA,RPA2-RB,Replication protein A2,Replication protein A2, isoform A,Replication protein A2, isoform B,RpA2,UPI000007BE47,dRPA2,dme:Dmel_CG9273,replication protein A%2C subunit 2,replication protein A2, isoform B
Rab7	7227.FBpp0083891	https://smart.embl.de/smart/DDvec.cgi?smart=207:RAB(9|176)+	Small ras-like GTPase RAB7; GTPase activity; protein complex binding; GTP binding	42841,67776,AAC32270.1,AAF56218,AAF56218.1,AAF73041.1,AAL25275.1,AB035672,ADF28796.1,AF079459,AF263363,AFH06594,AFH06595,AI063720,AI401923,AI516059,AI944985,AM294823,AM294824,AM294825,AM294826,AM294827,AM294828,AM294829,AM294830,AM294831,AM294832,AM294833,AY060236,BAA88245.1,BT124755,CAL26809.1,CAL26810.1,CAL26811.1,CAL26812.1,CAL26813.1,CAL26814.1,CAL26815.1,CAL26816.1,CAL26817.1,CAL26818.1,CAL26819.1,CAR93561.1,CAR93562.1,CAR93563.1,CAR93564.1,CAR93565.1,CAR93566.1,CAR93567.1,CAR93568.1,CAR93569.1,CAR93570.1,CAR93571.1,CG5915,CG5915 protein,CG5915-PA,CG5915-PB,CG5915-PC,CG5915-RA,CG5915-RB,CG5915-RC,CL868444,DRAB7,DRab7,Dm Rab7,DmRab7,DmelCG5915,Dmel_CG5915,Drab7,FBan0005915,FBgn0015795,FBpp0083891,FBpp0300835,FBpp0300836,FBtr0084503,FBtr0308611,FBtr0308612,FM245635,FM245636,FM245637,FM245638,FM245639,FM245640,FM245641,FM245642,FM245643,FM245644,FM245645,GH03685p,MIP21169p,NM_001260347,NM_001260347.1,NM_001260348,NM_001260348.1,NM_079748,NM_079748.3,NP_001247276,NP_001247276.1,NP_001247277,NP_001247277.1,NP_524472,NP_524472.1,O76742,O76742_DROME,RAB7,Rab-7,Rab-protein 7,Rab-r7,Rab7,Rab7 protein,Rab7, isoform A,Rab7, isoform B,Rab7, isoform C,Rab7-PA,Rab7-PB,Rab7-PC,Rab7-RA,Rab7-RB,Rab7-RC,Rab7A,Small ras-like GTPase,Small ras-like GTPase RAB7,UPI00000803B4,dRab7,dme:Dmel_CG5915,drab7,rab7
Rala	7227.FBpp0070558	https://smart.embl.de/smart/DDvec.cgi?smart=201:RAS(9|175)+	Ras-related protein Ral-a; Protein binding; GTPase activity; PDZ domain binding; GTP binding	31332,57853,5CM8,5CM9,AA433231,AA735651,AAC34902.1,AAF45889.1,AAF45890.1,AAK00587.1,AAM50772.1,AAN09102.1,AI455190,AJ300091,AJ300092,AJ300094,AY024366,AY118912,BH840647,CG2849,CG2849-PA,CG2849-PB,CG2849-PC,CG2849-RA,CG2849-RB,CG2849-RC,CZ476521,CZ487923,CZ488703,CZ490658,D-RalA,DRal,DRala,Dm RalA,DmelCG2849,FBan0002849,FBgn0015286,FBgn0025241,FBgn0027285,FBgn0028308,FBgn0040134,FBpp0070557,FBpp0070558,FBpp0070559,FBtr0070582,FBtr0070583,FBtr0070584,NM_080324,NM_080324.3,NM_166985,NM_166985.2,NM_166986,NM_166986.2,NP_525063,NP_525063.1,NP_726881,NP_726881.1,NP_726882,NP_726882.1,P48555,Q540X1,Q962I2,Q9W4Q6,RALA,RALA_DROME,Ral,Ral-a,RalA,Rala,Rala-PA,Rala-PB,Rala-PC,Rala-RA,Rala-RB,Rala-RC,Ras-like protein A, isoform C,Ras-related protein,Ras-related protein Ral-a,U23800,UPI000000149D,UPI0000083D02,Z31773,anon-EST:fe1H4,anon-fast-evolving-1H4,dRal,dme:Dmel_CG2849,l(1)G0174,l(1)G0373,l(1)G0501,ral
Reg-2	7227.FBpp0072460	https://smart.embl.de/smart/DDvec.cgi?smart=260:Pfam_HAD_2(68|221)+	Rhythmically expressed gene 2 protein; Hydrolase activity. It is involved in the biological process described with: metabolic process	38075,AAC47289.1,AAF47397.1,AAM52598.1,AI063221,AI401878,AY122086,CG3200,CG3200-PA,CG3200-RA,DmelCG3200,Dreg-2,Drosophila Rhythmically expressed gene 2,FBan0003200,FBgn0016715,FBpp0072460,FBtr0072561,NM_138199,NM_138199.3,NP_612043,NP_612043.1,Q8MR71,Q94915,Q9W0P6,REG2_DROME,Reg-2,Reg-2-PA,Reg-2-RA,Rhythmically expressed gene 2,Rhythmically expressed gene 2 protein,U65492,UPI00001247BF,dREG-2,dme:Dmel_CG3200,rhythmically expressed gene 2
RpL10Ab	7227.FBpp0075764	https://smart.embl.de/smart/DDvec.cgi?smart=217:Pfam_Ribosomal_L1(17|212)+	60S ribosomal protein L10a-2; Structural constituent of ribosome; RNA binding. It is involved in the biological process described with: mitotic spindle elongation; translation; centrosome duplication; mitotic spindle organization; Belongs to the universal ribosomal protein uL1 family	39338,4V6W,60S ribosomal protein L10a-2,64699,AAF50002.2,AAN12245.2,AAN71513.1,AAN71580.1,AAT27278.1,AF083291,AFH04394,AI388435,AI945300,BI166023,BI362206,BI591616,BI614198,BT001758,BT001825,BT014654,BZ665670,BcDNA:RH06366,CG7283,CG7283-PA,CG7283-PD,CG7283-PE,CG7283-RA,CG7283-RD,CG7283-RE,CZ468858,CZ468859,DmelCG7283,FBan0007283,FBgn0026276,FBgn0036213,FBgn0064847,FBpp0075764,FBpp0291345,FBpp0293190,FBtr0076032,FBtr0302135,FBtr0304648,L10Ab,NM_001259794,NM_001259794.1,NM_140257,NM_140257.1,NM_168481,NM_168481.2,NP_001246723,NP_001246723.1,NP_648514,NP_648514.1,NP_729754,NP_729754.2,Q8IGE1,Q8IQG4,Q9VTP4,R10AB_DROME,Ribosomal protein L10Ab,RpL10Ab,RpL10Ab-PA,RpL10Ab-PD,RpL10Ab-PE,RpL10Ab-PF,RpL10Ab-RA,RpL10Ab-RD,RpL10Ab-RE,RpL10Ae,UPI0000082BBC,UPI0000085182,anon-EST:Posey188,dme:Dmel_CG7283,ribosomal protein L10Ab, isoform A
RpL14	7227.FBpp0076359	https://smart.embl.de/smart/DDvec.cgi?smart=166:Pfam_Ribosomal_L14e(46|120)+	Ribosomal protein L14 is a component of the large subunit of cytoplasmic ribosomes, which translate mRNAs encoded by the nuclear genome. The gene is haploinsufficient - heterozygous mutants display the 'Minute' phenotype, characterized by a slower developmental rate and small adult bristles	38983,4V6W,60 S ribosomal protein L14,60S ribosomal protein L14,64391,AA803018,AAF50393.1,AAV37013.1,AAX33361.1,AF083513,AF083548,BI565468,BI606234,BT016128,BT021213,CAA70905.1,CAA71121.1,CAA71124.1,CG6253,CG6253-PA,CG6253-RA,CG6253-RB,DmelCG6253,FBan0006253,FBgn0017579,FBgn0025288,FBgn0025308,FBpp0076359,FBtr0076633,L14,M(3),M(3)66,M(3)66D,M66D,Minute (3)66D,Minute(3)66D,NM_079251,NM_079251.3,NP_523975,NP_523975.1,P55841,Q5BIL1,Q5U0W4,Q9VSM3,RL14_DROME,RPL14,Ribosomal protein L14,Rp L14,RpL14,RpL14-PA,RpL14-RA,RpL14-RC,UPI00001248B3,Y09766,Y10017,anon-EST:Posey193U,anon-EST:Posey6,dme:Dmel_CG6253,ribosomal protein L14,rpl14
RpL19	7227.FBpp0072312	https://smart.embl.de/smart/DDvec.cgi?smart=203:Pfam_Ribosomal_L19e(3|146)+	60S ribosomal protein L19; Structural constituent of ribosome. It is involved in the biological process described with: centrosome duplication; mitotic spindle elongation; translation; Belongs to the eukaryotic ribosomal protein eL19 family	37995,4V6W,60S ribosomal protein L19,63563,A4UZV5,AA441405,AAF47305.1,AAL28765.2,AAS64772.1,ABC86326.1,AC007884,AF083514,AQ025729,AQ072923,AW942409,AY061217,BT024264,CAA52784.1,CG2746,CG2746-PA,CG2746-PB,CG2746-RA,CG2746-RB,DmelCG2746,E(Dl)KP135,Enhancer of Delta KP135,FBan0002746,FBgn0002607,FBgn0010030,FBgn0022215,FBgn0025292,FBgn0285950,FBpp0072312,FBpp0089141,FBtr0072405,FBtr0072406,L19,L32181,M(2)60E,M(2)a,M(2)c,M60E,Minute(2)60E,NM_057283,NM_057283.4,NM_206219,NM_206219.1,NP_476631,NP_476631.1,NP_995941,NP_995941.1,P36241,Q29QX6,Q9W0X4,RL19_DROME,Ribosomal protein L19,Rp L19,RpL19,RpL19-PA,RpL19-PB,RpL19-RA,RpL19-RB,UPI0000079E8D,X74776,anon-EST:Posey33,dme:Dmel_CG2746,l(2)k03704,lethal (2) k03704,ribosomal protein L19,ribosomal protein L19, isoform A,rpL19,rpl19
RpL27A	7227.FBpp0077142	https://smart.embl.de/smart/DDvec.cgi?smart=149:Pfam_Ribosomal_L27A(27|147)+	60S ribosomal protein L27a; Structural constituent of ribosome. It is involved in the biological process described with: mitotic spindle elongation; translation; centrosome duplication; mitotic spindle organization; Belongs to the universal ribosomal protein uL15 family	33654,4V6W,60S ribosomal protein L27a,AAC47472.1,AAC47475.1,AAF51006.3,AAL48766.1,ADV36939,AF083544,AY071144,BI231103,CAA52601.1,CG15442,CG15442-PA,CG15442-PB,CG15442-RA,CG15442-RB,DmelCG15442,FBan0015442,FBgn0001910,FBgn0002595,FBgn0010410,FBgn0019937,FBgn0025298,FBgn0261606,FBgn0285948,FBpp0077142,FBpp0292777,FBtr0077452,FBtr0303765,M,M(2)24F,M(2)24F-1,M(2)Z,M(2)z,M(2L)z,M[[z]],Minute,Minute (2) 24F,Mz,NM_001201760,NM_001201760.1,NM_057615,NM_057615.4,NP_001188689,NP_001188689.1,NP_001188689.2,NP_001285601.1,NP_476963,NP_476963.1,P41092,Q94530,Q9VR02,RL27A_DROME,Ribosomal protein L27A,Rp L27A,RpL27A,RpL27A-PA,RpL27A-PB,RpL27A-PC,RpL27A-PD,RpL27A-RA,RpL27A-RB,RpL27Aa,RpL27Ab,RpL27a,RpL27a2,U66357,U66358,UPI0000000FBB,UPI0001F770F3,X74484,anon-EST:Posey257,dme:Dmel_CG15442,l(2)24EFh,l(2)24Fb,ribosomal protein L27A, isoform C,ribosomal protein L27a
RpL28	7227.FBpp0072957	https://smart.embl.de/smart/DDvec.cgi?smart=144:Pfam_Ribosomal_L28e(7|124)+	60S ribosomal protein L28; Structural constituent of ribosome. It is involved in the biological process described with: mitotic spindle elongation; translation; centrosome duplication; mitotic spindle organization; neurogenesis; Belongs to the eukaryotic ribosomal protein eL28 family	38397,4V6W,60 S ribosomal protein L28,60S ribosomal protein L28,63893,A4V1E2,AA803640,AAF47742,AAF47743.1,AAL49066.1,AAM27485.1,AAN11546.1,AAN11547.1,ACZ94608.1,ACZ94609.1,ADA70410.1,AX094197,AY071444,AY102656,BG632149,BI367150,BT120073,BcDNA:GH04183,CG12740,CG12740-PA,CG12740-PB,CG12740-PD,CG12740-PE,CG12740-PF,CG12740-PG,CG12740-RA,CG12740-RB,CG12740-RC,CG12740-RD,CG12740-RE,CG12740-RF,CG12740-RG,CL528228,D1Z3A1,DmelCG12740,FBan0012740,FBgn0035422,FBgn0062095,FBgn0063278,FBpp0072957,FBpp0072959,FBpp0072960,FBpp0291506,FBpp0291507,FBpp0297522,FBtr0073095,FBtr0073097,FBtr0073098,FBtr0302300,FBtr0302301,FBtr0306567,L28,M(3)63B,NM_001169865,NM_001169865.2,NM_001169866,NM_001169866.2,NM_139534,NM_139534.4,NM_168004,NM_168004.2,NM_168005,NM_168005.3,NM_168006,NM_168006.3,NP_001163336,NP_001163336.1,NP_001163337,NP_001163337.1,NP_647791,NP_647791.2,NP_728839,NP_728839.1,NP_728840,NP_728840.1,NP_728841,NP_728841.2,Q0E8I7,Q8MZI5,Q9VZS5,RL28_DROME,Ribosomal protein L28,RpL28,RpL28-PA,RpL28-PB,RpL28-PD,RpL28-PE,RpL28-PF,RpL28-PG,RpL28-RA,RpL28-RB,RpL28-RD,RpL28-RE,RpL28-RF,RpL28-RG,UPI0000124637,anon-WO0118547.321,dme:Dmel_CG12740,putativeribosomal L28e protein,ribosomal protein L28, isoform E
RpL30	7227.FBpp0291653	https://smart.embl.de/smart/DDvec.cgi?smart=111:Pfam_Ribosomal_L7Ae(12|106)+	Ribosomal protein L30, isoform B; Structural constituent of ribosome. It is involved in the biological process described with: peripheral nervous system development; mitotic spindle elongation; translation; growth; centrosome duplication; mitotic spindle organization	44059,4V6W,68808,AA433212,AA802646,AAF53738.1,AAL48830.1,AAM48454.1,AAN11021.1,AB081932,ACH92188.1,AI402687,AI944720,AQ025911,AY071208,AY118425,B5RIJ9,BE662005,BI227880,BI592290,BT044123,BcDNA:RE25263,BcDNA:RH09938,CG10652,CG10652-PB,CG10652-PC,CG10652-PD,CG10652-RA,CG10652-RB,CG10652-RC,CG10652-RD,DmelCG10652,Dmel_CG10652,FBan0010652,FBgn0010478,FBgn0015745,FBgn0025257,FBgn0032738,FBgn0047143,FBgn0062959,FBgn0065884,FBgn0086710,FBpp0080723,FBpp0291653,FBpp0302737,FBtr0081181,FBtr0302491,FBtr0310617,G00579,L30,L30 ribosomal gene,M9PDN1,NM_079948,NM_079948.3,NM_165271,NM_165271.2,NP_001260550,NP_001260550.2,NP_524687,NP_524687.1,NP_724149,NP_724149.1,Q8MT23,Q9VJ19,Q9VJ19_DROME,RE25263p,RPL30,Ribosomal protein L30,Ribosomal protein L30, isoform B,Ribosomal protein L30, isoform C,Ribosomal protein L30, isoform E,Rp L30,RpL30,RpL30-PB,RpL30-PC,RpL30-PD,RpL30-PE,RpL30-RB,RpL30-RC,RpL30-RD,Rpl30,UPI000004DC9B,UPI00001E15FD,anon-EST:fe1D4,anon-fast-evolving-1D4,dme:Dmel_CG10652,l(2)01265,l(2)SH0229,l(2)SH2 0229,l(2)k09918,lethal (2) SH0229,plume,ribosomal protein L30, isoform E,unnamed
RpL32	7227.FBpp0084959	https://smart.embl.de/smart/DDvec.cgi?smart=147:Ribosomal_L32e(29|136)+	60S ribosomal protein L32; Structural constituent of ribosome. It is involved in the biological process described with: mitotic spindle organization; mitotic spindle elongation; translation	07035,143250_at,43573,4V6W,60S ribosomal protein L32,68429,A4V3M7,AAB51389.1,AAF57001.1,AAL48127.1,AAN14210.1,AAN14211.1,AAR99100.1,ACL83583.1,ACL83584.1,AEQ63894.1,AI297851,AI946722,AY070656,B7Z0S1,BI372677,BI590335,BT011442,BcDNA:RH03940,CAA25404.1,CAA74278.1,CG7939,CG7939-PA,CG7939-PB,CG7939-PC,CG7939-PD,CG7939-PE,CG7939-RA,CG7939-RB,CG7939-RC,CG7939-RD,CG7939-RE,DmelCG7939,FBan0007939,FBgn0002626,FBgn0010264,FBgn0047051,FBpp0084958,FBpp0084959,FBpp0084960,FBpp0113047,FBpp0113048,FBtr0085592,FBtr0085593,FBtr0085594,FBtr0114555,FBtr0114556,G8E4R5,JF735953,L32,M(3)99D,Minute(3)99D,NM_001144655,NM_001144655.2,NM_001144656,NM_001144656.2,NM_079843,NM_079843.3,NM_170460,NM_170460.2,NM_170461,NM_170461.2,NP_001138127,NP_001138127.1,NP_001138128,NP_001138128.1,NP_524582,NP_524582.1,NP_733339,NP_733339.1,NP_733340,NP_733340.1,O01386,P04359,Q8IMJ6,Q9VAB2,RL32_DROME,RP-49,RP49,RPL32,Ribosomal protein 49,Ribosomal protein 49/L32,Ribosomal protein L32,Rp-49,Rp49/RpL32,RpL32,RpL32-PA,RpL32-PB,RpL32-PC,RpL32-PD,RpL32-PE,RpL32-RA,RpL32-RB,RpL32-RC,RpL32-RD,RpL32-RE,Rpl32,U92431,UPI0000000BCF,UPI000008495C,X00848,Y13939,bs30a02.y1,dme:Dmel_CG7939,r-protein 49,ribosomal protein L32,ribosomal protein L32, isoform D,rp49
